Datetime,Date,Year,Month,Quarter,MonthName,DayName,holiday
2033-12-26,2033-12-26,2033,12,4,December,Monday,Christmas Day (Observed)
2061-12-26,2061-12-26,2061,12,4,December,Monday,Christmas Day (Observed)
2034-12-25,2034-12-25,2034,12,4,December,Monday,Christmas Day
2073-12-25,2073-12-25,2073,12,4,December,Monday,Christmas Day
2079-12-25,2079-12-25,2079,12,4,December,Monday,Christmas Day
2062-12-25,2062-12-25,2062,12,4,December,Monday,Christmas Day
2045-12-25,2045-12-25,2045,12,4,December,Monday,Christmas Day
2051-12-25,2051-12-25,2051,12,4,December,Monday,Christmas Day
2017-12-25,2017-12-25,2017,12,4,December,Monday,Christmas Day
2023-12-25,2023-12-25,2023,12,4,December,Monday,Christmas Day
2028-12-25,2028-12-25,2028,12,4,December,Monday,Christmas Day
2056-12-25,2056-12-25,2056,12,4,December,Monday,Christmas Day
2038-07-05,2038-07-05,2038,7,3,July,Monday,Independence Day (Observed)
2077-07-05,2077-07-05,2077,7,3,July,Monday,Independence Day (Observed)
2066-07-05,2066-07-05,2066,7,3,July,Monday,Independence Day (Observed)
2010-07-05,2010-07-05,2010,7,3,July,Monday,Independence Day (Observed)
2049-07-05,2049-07-05,2049,7,3,July,Monday,Independence Day (Observed)
2021-07-05,2021-07-05,2021,7,3,July,Monday,Independence Day (Observed)
2027-07-05,2027-07-05,2027,7,3,July,Monday,Independence Day (Observed)
2032-07-05,2032-07-05,2032,7,3,July,Monday,Independence Day (Observed)
2055-07-05,2055-07-05,2055,7,3,July,Monday,Independence Day (Observed)
2060-07-05,2060-07-05,2060,7,3,July,Monday,Independence Day (Observed)
2039-07-04,2039-07-04,2039,7,3,July,Monday,Independence Day
2044-07-04,2044-07-04,2044,7,3,July,Monday,Independence Day
2072-07-04,2072-07-04,2072,7,3,July,Monday,Independence Day
2078-07-04,2078-07-04,2078,7,3,July,Monday,Independence Day
2067-07-04,2067-07-04,2067,7,3,July,Monday,Independence Day
2011-07-04,2011-07-04,2011,7,3,July,Monday,Independence Day
2016-07-04,2016-07-04,2016,7,3,July,Monday,Independence Day
2050-07-04,2050-07-04,2050,7,3,July,Monday,Independence Day
2022-07-04,2022-07-04,2022,7,3,July,Monday,Independence Day
2033-07-04,2033-07-04,2033,7,3,July,Monday,Independence Day
2061-07-04,2061-07-04,2061,7,3,July,Monday,Independence Day
2034-10-09,2034-10-09,2034,10,4,October,Monday,Columbus Day
2035-10-08,2035-10-08,2035,10,4,October,Monday,Columbus Day
2036-10-13,2036-10-13,2036,10,4,October,Monday,Columbus Day
2037-10-12,2037-10-12,2037,10,4,October,Monday,Columbus Day
2038-10-11,2038-10-11,2038,10,4,October,Monday,Columbus Day
2039-10-10,2039-10-10,2039,10,4,October,Monday,Columbus Day
2040-10-08,2040-10-08,2040,10,4,October,Monday,Columbus Day
2041-10-14,2041-10-14,2041,10,4,October,Monday,Columbus Day
2042-10-13,2042-10-13,2042,10,4,October,Monday,Columbus Day
2043-10-12,2043-10-12,2043,10,4,October,Monday,Columbus Day
2044-10-10,2044-10-10,2044,10,4,October,Monday,Columbus Day
2070-10-13,2070-10-13,2070,10,4,October,Monday,Columbus Day
2071-10-12,2071-10-12,2071,10,4,October,Monday,Columbus Day
2072-10-10,2072-10-10,2072,10,4,October,Monday,Columbus Day
2073-10-09,2073-10-09,2073,10,4,October,Monday,Columbus Day
2074-10-08,2074-10-08,2074,10,4,October,Monday,Columbus Day
2075-10-14,2075-10-14,2075,10,4,October,Monday,Columbus Day
2076-10-12,2076-10-12,2076,10,4,October,Monday,Columbus Day
2077-10-11,2077-10-11,2077,10,4,October,Monday,Columbus Day
2078-10-10,2078-10-10,2078,10,4,October,Monday,Columbus Day
2079-10-09,2079-10-09,2079,10,4,October,Monday,Columbus Day
2080-10-14,2080-10-14,2080,10,4,October,Monday,Columbus Day
2062-10-09,2062-10-09,2062,10,4,October,Monday,Columbus Day
2063-10-08,2063-10-08,2063,10,4,October,Monday,Columbus Day
2064-10-13,2064-10-13,2064,10,4,October,Monday,Columbus Day
2065-10-12,2065-10-12,2065,10,4,October,Monday,Columbus Day
2066-10-11,2066-10-11,2066,10,4,October,Monday,Columbus Day
2067-10-10,2067-10-10,2067,10,4,October,Monday,Columbus Day
2068-10-08,2068-10-08,2068,10,4,October,Monday,Columbus Day
2069-10-14,2069-10-14,2069,10,4,October,Monday,Columbus Day
2009-10-12,2009-10-12,2009,10,4,October,Monday,Columbus Day
2010-10-11,2010-10-11,2010,10,4,October,Monday,Columbus Day
2011-10-10,2011-10-10,2011,10,4,October,Monday,Columbus Day
2012-10-08,2012-10-08,2012,10,4,October,Monday,Columbus Day
2013-10-14,2013-10-14,2013,10,4,October,Monday,Columbus Day
2014-10-13,2014-10-13,2014,10,4,October,Monday,Columbus Day
2015-10-12,2015-10-12,2015,10,4,October,Monday,Columbus Day
2016-10-10,2016-10-10,2016,10,4,October,Monday,Columbus Day
2045-10-09,2045-10-09,2045,10,4,October,Monday,Columbus Day
2046-10-08,2046-10-08,2046,10,4,October,Monday,Columbus Day
2047-10-14,2047-10-14,2047,10,4,October,Monday,Columbus Day
2048-10-12,2048-10-12,2048,10,4,October,Monday,Columbus Day
2049-10-11,2049-10-11,2049,10,4,October,Monday,Columbus Day
2050-10-10,2050-10-10,2050,10,4,October,Monday,Columbus Day
2051-10-09,2051-10-09,2051,10,4,October,Monday,Columbus Day
2052-10-14,2052-10-14,2052,10,4,October,Monday,Columbus Day
2053-10-13,2053-10-13,2053,10,4,October,Monday,Columbus Day
2017-10-09,2017-10-09,2017,10,4,October,Monday,Columbus Day
2018-10-08,2018-10-08,2018,10,4,October,Monday,Columbus Day
2019-10-14,2019-10-14,2019,10,4,October,Monday,Columbus Day
2020-10-12,2020-10-12,2020,10,4,October,Monday,Columbus Day
2021-10-11,2021-10-11,2021,10,4,October,Monday,Columbus Day
2022-10-10,2022-10-10,2022,10,4,October,Monday,Columbus Day
2023-10-09,2023-10-09,2023,10,4,October,Monday,Columbus Day
2024-10-14,2024-10-14,2024,10,4,October,Monday,Columbus Day
2025-10-13,2025-10-13,2025,10,4,October,Monday,Columbus Day
2026-10-12,2026-10-12,2026,10,4,October,Monday,Columbus Day
2027-10-11,2027-10-11,2027,10,4,October,Monday,Columbus Day
2028-10-09,2028-10-09,2028,10,4,October,Monday,Columbus Day
2029-10-08,2029-10-08,2029,10,4,October,Monday,Columbus Day
2030-10-14,2030-10-14,2030,10,4,October,Monday,Columbus Day
2031-10-13,2031-10-13,2031,10,4,October,Monday,Columbus Day
2032-10-11,2032-10-11,2032,10,4,October,Monday,Columbus Day
2033-10-10,2033-10-10,2033,10,4,October,Monday,Columbus Day
2054-10-12,2054-10-12,2054,10,4,October,Monday,Columbus Day
2055-10-11,2055-10-11,2055,10,4,October,Monday,Columbus Day
2056-10-09,2056-10-09,2056,10,4,October,Monday,Columbus Day
2057-10-08,2057-10-08,2057,10,4,October,Monday,Columbus Day
2058-10-14,2058-10-14,2058,10,4,October,Monday,Columbus Day
2059-10-13,2059-10-13,2059,10,4,October,Monday,Columbus Day
2060-10-11,2060-10-11,2060,10,4,October,Monday,Columbus Day
2061-10-10,2061-10-10,2061,10,4,October,Monday,Columbus Day
2034-09-04,2034-09-04,2034,9,3,September,Monday,Labor Day
2035-09-03,2035-09-03,2035,9,3,September,Monday,Labor Day
2036-09-01,2036-09-01,2036,9,3,September,Monday,Labor Day
2037-09-07,2037-09-07,2037,9,3,September,Monday,Labor Day
2038-09-06,2038-09-06,2038,9,3,September,Monday,Labor Day
2039-09-05,2039-09-05,2039,9,3,September,Monday,Labor Day
2040-09-03,2040-09-03,2040,9,3,September,Monday,Labor Day
2041-09-02,2041-09-02,2041,9,3,September,Monday,Labor Day
2042-09-01,2042-09-01,2042,9,3,September,Monday,Labor Day
2043-09-07,2043-09-07,2043,9,3,September,Monday,Labor Day
2044-09-05,2044-09-05,2044,9,3,September,Monday,Labor Day
2071-09-07,2071-09-07,2071,9,3,September,Monday,Labor Day
2072-09-05,2072-09-05,2072,9,3,September,Monday,Labor Day
2073-09-04,2073-09-04,2073,9,3,September,Monday,Labor Day
2074-09-03,2074-09-03,2074,9,3,September,Monday,Labor Day
2075-09-02,2075-09-02,2075,9,3,September,Monday,Labor Day
2076-09-07,2076-09-07,2076,9,3,September,Monday,Labor Day
2077-09-06,2077-09-06,2077,9,3,September,Monday,Labor Day
2078-09-05,2078-09-05,2078,9,3,September,Monday,Labor Day
2079-09-04,2079-09-04,2079,9,3,September,Monday,Labor Day
2080-09-02,2080-09-02,2080,9,3,September,Monday,Labor Day
2062-09-04,2062-09-04,2062,9,3,September,Monday,Labor Day
2063-09-03,2063-09-03,2063,9,3,September,Monday,Labor Day
2064-09-01,2064-09-01,2064,9,3,September,Monday,Labor Day
2065-09-07,2065-09-07,2065,9,3,September,Monday,Labor Day
2066-09-06,2066-09-06,2066,9,3,September,Monday,Labor Day
2067-09-05,2067-09-05,2067,9,3,September,Monday,Labor Day
2068-09-03,2068-09-03,2068,9,3,September,Monday,Labor Day
2069-09-02,2069-09-02,2069,9,3,September,Monday,Labor Day
2070-09-01,2070-09-01,2070,9,3,September,Monday,Labor Day
2009-09-07,2009-09-07,2009,9,3,September,Monday,Labor Day
2010-09-06,2010-09-06,2010,9,3,September,Monday,Labor Day
2011-09-05,2011-09-05,2011,9,3,September,Monday,Labor Day
2012-09-03,2012-09-03,2012,9,3,September,Monday,Labor Day
2013-09-02,2013-09-02,2013,9,3,September,Monday,Labor Day
2014-09-01,2014-09-01,2014,9,3,September,Monday,Labor Day
2015-09-07,2015-09-07,2015,9,3,September,Monday,Labor Day
2016-09-05,2016-09-05,2016,9,3,September,Monday,Labor Day
2045-09-04,2045-09-04,2045,9,3,September,Monday,Labor Day
2046-09-03,2046-09-03,2046,9,3,September,Monday,Labor Day
2047-09-02,2047-09-02,2047,9,3,September,Monday,Labor Day
2048-09-07,2048-09-07,2048,9,3,September,Monday,Labor Day
2049-09-06,2049-09-06,2049,9,3,September,Monday,Labor Day
2050-09-05,2050-09-05,2050,9,3,September,Monday,Labor Day
2051-09-04,2051-09-04,2051,9,3,September,Monday,Labor Day
2052-09-02,2052-09-02,2052,9,3,September,Monday,Labor Day
2053-09-01,2053-09-01,2053,9,3,September,Monday,Labor Day
2017-09-04,2017-09-04,2017,9,3,September,Monday,Labor Day
2018-09-03,2018-09-03,2018,9,3,September,Monday,Labor Day
2019-09-02,2019-09-02,2019,9,3,September,Monday,Labor Day
2020-09-07,2020-09-07,2020,9,3,September,Monday,Labor Day
2021-09-06,2021-09-06,2021,9,3,September,Monday,Labor Day
2022-09-05,2022-09-05,2022,9,3,September,Monday,Labor Day
2023-09-04,2023-09-04,2023,9,3,September,Monday,Labor Day
2024-09-02,2024-09-02,2024,9,3,September,Monday,Labor Day
2025-09-01,2025-09-01,2025,9,3,September,Monday,Labor Day
2026-09-07,2026-09-07,2026,9,3,September,Monday,Labor Day
2027-09-06,2027-09-06,2027,9,3,September,Monday,Labor Day
2028-09-04,2028-09-04,2028,9,3,September,Monday,Labor Day
2029-09-03,2029-09-03,2029,9,3,September,Monday,Labor Day
2030-09-02,2030-09-02,2030,9,3,September,Monday,Labor Day
2031-09-01,2031-09-01,2031,9,3,September,Monday,Labor Day
2032-09-06,2032-09-06,2032,9,3,September,Monday,Labor Day
2033-09-05,2033-09-05,2033,9,3,September,Monday,Labor Day
2054-09-07,2054-09-07,2054,9,3,September,Monday,Labor Day
2055-09-06,2055-09-06,2055,9,3,September,Monday,Labor Day
2056-09-04,2056-09-04,2056,9,3,September,Monday,Labor Day
2057-09-03,2057-09-03,2057,9,3,September,Monday,Labor Day
2058-09-02,2058-09-02,2058,9,3,September,Monday,Labor Day
2059-09-01,2059-09-01,2059,9,3,September,Monday,Labor Day
2060-09-06,2060-09-06,2060,9,3,September,Monday,Labor Day
2061-09-05,2061-09-05,2061,9,3,September,Monday,Labor Day
2034-05-29,2034-05-29,2034,5,2,May,Monday,Memorial Day
2035-05-28,2035-05-28,2035,5,2,May,Monday,Memorial Day
2036-05-26,2036-05-26,2036,5,2,May,Monday,Memorial Day
2037-05-25,2037-05-25,2037,5,2,May,Monday,Memorial Day
2038-05-31,2038-05-31,2038,5,2,May,Monday,Memorial Day
2039-05-30,2039-05-30,2039,5,2,May,Monday,Memorial Day
2040-05-28,2040-05-28,2040,5,2,May,Monday,Memorial Day
2041-05-27,2041-05-27,2041,5,2,May,Monday,Memorial Day
2042-05-26,2042-05-26,2042,5,2,May,Monday,Memorial Day
2043-05-25,2043-05-25,2043,5,2,May,Monday,Memorial Day
2044-05-30,2044-05-30,2044,5,2,May,Monday,Memorial Day
2045-05-29,2045-05-29,2045,5,2,May,Monday,Memorial Day
2071-05-25,2071-05-25,2071,5,2,May,Monday,Memorial Day
2072-05-30,2072-05-30,2072,5,2,May,Monday,Memorial Day
2073-05-29,2073-05-29,2073,5,2,May,Monday,Memorial Day
2074-05-28,2074-05-28,2074,5,2,May,Monday,Memorial Day
2075-05-27,2075-05-27,2075,5,2,May,Monday,Memorial Day
2076-05-25,2076-05-25,2076,5,2,May,Monday,Memorial Day
2077-05-31,2077-05-31,2077,5,2,May,Monday,Memorial Day
2078-05-30,2078-05-30,2078,5,2,May,Monday,Memorial Day
2079-05-29,2079-05-29,2079,5,2,May,Monday,Memorial Day
2080-05-27,2080-05-27,2080,5,2,May,Monday,Memorial Day
2081-05-26,2081-05-26,2081,5,2,May,Monday,Memorial Day
2062-05-29,2062-05-29,2062,5,2,May,Monday,Memorial Day
2063-05-28,2063-05-28,2063,5,2,May,Monday,Memorial Day
2064-05-26,2064-05-26,2064,5,2,May,Monday,Memorial Day
2065-05-25,2065-05-25,2065,5,2,May,Monday,Memorial Day
2066-05-31,2066-05-31,2066,5,2,May,Monday,Memorial Day
2067-05-30,2067-05-30,2067,5,2,May,Monday,Memorial Day
2068-05-28,2068-05-28,2068,5,2,May,Monday,Memorial Day
2069-05-27,2069-05-27,2069,5,2,May,Monday,Memorial Day
2070-05-26,2070-05-26,2070,5,2,May,Monday,Memorial Day
2009-05-25,2009-05-25,2009,5,2,May,Monday,Memorial Day
2010-05-31,2010-05-31,2010,5,2,May,Monday,Memorial Day
2011-05-30,2011-05-30,2011,5,2,May,Monday,Memorial Day
2012-05-28,2012-05-28,2012,5,2,May,Monday,Memorial Day
2013-05-27,2013-05-27,2013,5,2,May,Monday,Memorial Day
2014-05-26,2014-05-26,2014,5,2,May,Monday,Memorial Day
2015-05-25,2015-05-25,2015,5,2,May,Monday,Memorial Day
2016-05-30,2016-05-30,2016,5,2,May,Monday,Memorial Day
2017-05-29,2017-05-29,2017,5,2,May,Monday,Memorial Day
2046-05-28,2046-05-28,2046,5,2,May,Monday,Memorial Day
2047-05-27,2047-05-27,2047,5,2,May,Monday,Memorial Day
2048-05-25,2048-05-25,2048,5,2,May,Monday,Memorial Day
2049-05-31,2049-05-31,2049,5,2,May,Monday,Memorial Day
2050-05-30,2050-05-30,2050,5,2,May,Monday,Memorial Day
2051-05-29,2051-05-29,2051,5,2,May,Monday,Memorial Day
2052-05-27,2052-05-27,2052,5,2,May,Monday,Memorial Day
2053-05-26,2053-05-26,2053,5,2,May,Monday,Memorial Day
2018-05-28,2018-05-28,2018,5,2,May,Monday,Memorial Day
2019-05-27,2019-05-27,2019,5,2,May,Monday,Memorial Day
2020-05-25,2020-05-25,2020,5,2,May,Monday,Memorial Day
2021-05-31,2021-05-31,2021,5,2,May,Monday,Memorial Day
2022-05-30,2022-05-30,2022,5,2,May,Monday,Memorial Day
2023-05-29,2023-05-29,2023,5,2,May,Monday,Memorial Day
2024-05-27,2024-05-27,2024,5,2,May,Monday,Memorial Day
2025-05-26,2025-05-26,2025,5,2,May,Monday,Memorial Day
2026-05-25,2026-05-25,2026,5,2,May,Monday,Memorial Day
2027-05-31,2027-05-31,2027,5,2,May,Monday,Memorial Day
2028-05-29,2028-05-29,2028,5,2,May,Monday,Memorial Day
2029-05-28,2029-05-28,2029,5,2,May,Monday,Memorial Day
2030-05-27,2030-05-27,2030,5,2,May,Monday,Memorial Day
2031-05-26,2031-05-26,2031,5,2,May,Monday,Memorial Day
2032-05-31,2032-05-31,2032,5,2,May,Monday,Memorial Day
2033-05-30,2033-05-30,2033,5,2,May,Monday,Memorial Day
2054-05-25,2054-05-25,2054,5,2,May,Monday,Memorial Day
2055-05-31,2055-05-31,2055,5,2,May,Monday,Memorial Day
2056-05-29,2056-05-29,2056,5,2,May,Monday,Memorial Day
2057-05-28,2057-05-28,2057,5,2,May,Monday,Memorial Day
2058-05-27,2058-05-27,2058,5,2,May,Monday,Memorial Day
2059-05-26,2059-05-26,2059,5,2,May,Monday,Memorial Day
2060-05-31,2060-05-31,2060,5,2,May,Monday,Memorial Day
2061-05-30,2061-05-30,2061,5,2,May,Monday,Memorial Day
2035-02-19,2035-02-19,2035,2,1,February,Monday,Washington's Birthday
2036-02-18,2036-02-18,2036,2,1,February,Monday,Washington's Birthday
2037-02-16,2037-02-16,2037,2,1,February,Monday,Washington's Birthday
2038-02-15,2038-02-15,2038,2,1,February,Monday,Washington's Birthday
2039-02-21,2039-02-21,2039,2,1,February,Monday,Washington's Birthday
2040-02-20,2040-02-20,2040,2,1,February,Monday,Washington's Birthday
2041-02-18,2041-02-18,2041,2,1,February,Monday,Washington's Birthday
2042-02-17,2042-02-17,2042,2,1,February,Monday,Washington's Birthday
2043-02-16,2043-02-16,2043,2,1,February,Monday,Washington's Birthday
2044-02-15,2044-02-15,2044,2,1,February,Monday,Washington's Birthday
2045-02-20,2045-02-20,2045,2,1,February,Monday,Washington's Birthday
2071-02-16,2071-02-16,2071,2,1,February,Monday,Washington's Birthday
2072-02-15,2072-02-15,2072,2,1,February,Monday,Washington's Birthday
2073-02-20,2073-02-20,2073,2,1,February,Monday,Washington's Birthday
2074-02-19,2074-02-19,2074,2,1,February,Monday,Washington's Birthday
2075-02-18,2075-02-18,2075,2,1,February,Monday,Washington's Birthday
2076-02-17,2076-02-17,2076,2,1,February,Monday,Washington's Birthday
2077-02-15,2077-02-15,2077,2,1,February,Monday,Washington's Birthday
2078-02-21,2078-02-21,2078,2,1,February,Monday,Washington's Birthday
2079-02-20,2079-02-20,2079,2,1,February,Monday,Washington's Birthday
2080-02-19,2080-02-19,2080,2,1,February,Monday,Washington's Birthday
2081-02-17,2081-02-17,2081,2,1,February,Monday,Washington's Birthday
2063-02-19,2063-02-19,2063,2,1,February,Monday,Washington's Birthday
2064-02-18,2064-02-18,2064,2,1,February,Monday,Washington's Birthday
2065-02-16,2065-02-16,2065,2,1,February,Monday,Washington's Birthday
2066-02-15,2066-02-15,2066,2,1,February,Monday,Washington's Birthday
2067-02-21,2067-02-21,2067,2,1,February,Monday,Washington's Birthday
2068-02-20,2068-02-20,2068,2,1,February,Monday,Washington's Birthday
2069-02-18,2069-02-18,2069,2,1,February,Monday,Washington's Birthday
2070-02-17,2070-02-17,2070,2,1,February,Monday,Washington's Birthday
2009-02-16,2009-02-16,2009,2,1,February,Monday,Washington's Birthday
2010-02-15,2010-02-15,2010,2,1,February,Monday,Washington's Birthday
2011-02-21,2011-02-21,2011,2,1,February,Monday,Washington's Birthday
2012-02-20,2012-02-20,2012,2,1,February,Monday,Washington's Birthday
2013-02-18,2013-02-18,2013,2,1,February,Monday,Washington's Birthday
2014-02-17,2014-02-17,2014,2,1,February,Monday,Washington's Birthday
2015-02-16,2015-02-16,2015,2,1,February,Monday,Washington's Birthday
2016-02-15,2016-02-15,2016,2,1,February,Monday,Washington's Birthday
2017-02-20,2017-02-20,2017,2,1,February,Monday,Washington's Birthday
2046-02-19,2046-02-19,2046,2,1,February,Monday,Washington's Birthday
2047-02-18,2047-02-18,2047,2,1,February,Monday,Washington's Birthday
2048-02-17,2048-02-17,2048,2,1,February,Monday,Washington's Birthday
2049-02-15,2049-02-15,2049,2,1,February,Monday,Washington's Birthday
2050-02-21,2050-02-21,2050,2,1,February,Monday,Washington's Birthday
2051-02-20,2051-02-20,2051,2,1,February,Monday,Washington's Birthday
2052-02-19,2052-02-19,2052,2,1,February,Monday,Washington's Birthday
2053-02-17,2053-02-17,2053,2,1,February,Monday,Washington's Birthday
2018-02-19,2018-02-19,2018,2,1,February,Monday,Washington's Birthday
2019-02-18,2019-02-18,2019,2,1,February,Monday,Washington's Birthday
2020-02-17,2020-02-17,2020,2,1,February,Monday,Washington's Birthday
2021-02-15,2021-02-15,2021,2,1,February,Monday,Washington's Birthday
2022-02-21,2022-02-21,2022,2,1,February,Monday,Washington's Birthday
2023-02-20,2023-02-20,2023,2,1,February,Monday,Washington's Birthday
2024-02-19,2024-02-19,2024,2,1,February,Monday,Washington's Birthday
2025-02-17,2025-02-17,2025,2,1,February,Monday,Washington's Birthday
2026-02-16,2026-02-16,2026,2,1,February,Monday,Washington's Birthday
2027-02-15,2027-02-15,2027,2,1,February,Monday,Washington's Birthday
2028-02-21,2028-02-21,2028,2,1,February,Monday,Washington's Birthday
2029-02-19,2029-02-19,2029,2,1,February,Monday,Washington's Birthday
2030-02-18,2030-02-18,2030,2,1,February,Monday,Washington's Birthday
2031-02-17,2031-02-17,2031,2,1,February,Monday,Washington's Birthday
2032-02-16,2032-02-16,2032,2,1,February,Monday,Washington's Birthday
2033-02-21,2033-02-21,2033,2,1,February,Monday,Washington's Birthday
2034-02-20,2034-02-20,2034,2,1,February,Monday,Washington's Birthday
2054-02-16,2054-02-16,2054,2,1,February,Monday,Washington's Birthday
2055-02-15,2055-02-15,2055,2,1,February,Monday,Washington's Birthday
2056-02-21,2056-02-21,2056,2,1,February,Monday,Washington's Birthday
2057-02-19,2057-02-19,2057,2,1,February,Monday,Washington's Birthday
2058-02-18,2058-02-18,2058,2,1,February,Monday,Washington's Birthday
2059-02-17,2059-02-17,2059,2,1,February,Monday,Washington's Birthday
2060-02-16,2060-02-16,2060,2,1,February,Monday,Washington's Birthday
2061-02-21,2061-02-21,2061,2,1,February,Monday,Washington's Birthday
2062-02-20,2062-02-20,2062,2,1,February,Monday,Washington's Birthday
2035-01-01,2035-01-01,2035,1,1,January,Monday,New Year's Day
2074-01-01,2074-01-01,2074,1,1,January,Monday,New Year's Day
2080-01-01,2080-01-01,2080,1,1,January,Monday,New Year's Day
2063-01-01,2063-01-01,2063,1,1,January,Monday,New Year's Day
2046-01-01,2046-01-01,2046,1,1,January,Monday,New Year's Day
2052-01-01,2052-01-01,2052,1,1,January,Monday,New Year's Day
2018-01-01,2018-01-01,2018,1,1,January,Monday,New Year's Day
2024-01-01,2024-01-01,2024,1,1,January,Monday,New Year's Day
2029-01-01,2029-01-01,2029,1,1,January,Monday,New Year's Day
2057-01-01,2057-01-01,2057,1,1,January,Monday,New Year's Day
2040-01-02,2040-01-02,2040,1,1,January,Monday,New Year's Day (Observed)
2045-01-02,2045-01-02,2045,1,1,January,Monday,New Year's Day (Observed)
2073-01-02,2073-01-02,2073,1,1,January,Monday,New Year's Day (Observed)
2079-01-02,2079-01-02,2079,1,1,January,Monday,New Year's Day (Observed)
2068-01-02,2068-01-02,2068,1,1,January,Monday,New Year's Day (Observed)
2012-01-02,2012-01-02,2012,1,1,January,Monday,New Year's Day (Observed)
2017-01-02,2017-01-02,2017,1,1,January,Monday,New Year's Day (Observed)
2051-01-02,2051-01-02,2051,1,1,January,Monday,New Year's Day (Observed)
2023-01-02,2023-01-02,2023,1,1,January,Monday,New Year's Day (Observed)
2034-01-02,2034-01-02,2034,1,1,January,Monday,New Year's Day (Observed)
2062-01-02,2062-01-02,2062,1,1,January,Monday,New Year's Day (Observed)
2035-01-15,2035-01-15,2035,1,1,January,Monday,Martin Luther King Jr. Day
2036-01-21,2036-01-21,2036,1,1,January,Monday,Martin Luther King Jr. Day
2037-01-19,2037-01-19,2037,1,1,January,Monday,Martin Luther King Jr. Day
2038-01-18,2038-01-18,2038,1,1,January,Monday,Martin Luther King Jr. Day
2039-01-17,2039-01-17,2039,1,1,January,Monday,Martin Luther King Jr. Day
2040-01-16,2040-01-16,2040,1,1,January,Monday,Martin Luther King Jr. Day
2041-01-21,2041-01-21,2041,1,1,January,Monday,Martin Luther King Jr. Day
2042-01-20,2042-01-20,2042,1,1,January,Monday,Martin Luther King Jr. Day
2043-01-19,2043-01-19,2043,1,1,January,Monday,Martin Luther King Jr. Day
2044-01-18,2044-01-18,2044,1,1,January,Monday,Martin Luther King Jr. Day
2045-01-16,2045-01-16,2045,1,1,January,Monday,Martin Luther King Jr. Day
2071-01-19,2071-01-19,2071,1,1,January,Monday,Martin Luther King Jr. Day
2072-01-18,2072-01-18,2072,1,1,January,Monday,Martin Luther King Jr. Day
2073-01-16,2073-01-16,2073,1,1,January,Monday,Martin Luther King Jr. Day
2074-01-15,2074-01-15,2074,1,1,January,Monday,Martin Luther King Jr. Day
2075-01-21,2075-01-21,2075,1,1,January,Monday,Martin Luther King Jr. Day
2076-01-20,2076-01-20,2076,1,1,January,Monday,Martin Luther King Jr. Day
2077-01-18,2077-01-18,2077,1,1,January,Monday,Martin Luther King Jr. Day
2078-01-17,2078-01-17,2078,1,1,January,Monday,Martin Luther King Jr. Day
2079-01-16,2079-01-16,2079,1,1,January,Monday,Martin Luther King Jr. Day
2080-01-15,2080-01-15,2080,1,1,January,Monday,Martin Luther King Jr. Day
2081-01-20,2081-01-20,2081,1,1,January,Monday,Martin Luther King Jr. Day
2063-01-15,2063-01-15,2063,1,1,January,Monday,Martin Luther King Jr. Day
2064-01-21,2064-01-21,2064,1,1,January,Monday,Martin Luther King Jr. Day
2065-01-19,2065-01-19,2065,1,1,January,Monday,Martin Luther King Jr. Day
2066-01-18,2066-01-18,2066,1,1,January,Monday,Martin Luther King Jr. Day
2067-01-17,2067-01-17,2067,1,1,January,Monday,Martin Luther King Jr. Day
2068-01-16,2068-01-16,2068,1,1,January,Monday,Martin Luther King Jr. Day
2069-01-21,2069-01-21,2069,1,1,January,Monday,Martin Luther King Jr. Day
2070-01-20,2070-01-20,2070,1,1,January,Monday,Martin Luther King Jr. Day
2009-01-19,2009-01-19,2009,1,1,January,Monday,Martin Luther King Jr. Day
2010-01-18,2010-01-18,2010,1,1,January,Monday,Martin Luther King Jr. Day
2011-01-17,2011-01-17,2011,1,1,January,Monday,Martin Luther King Jr. Day
2012-01-16,2012-01-16,2012,1,1,January,Monday,Martin Luther King Jr. Day
2013-01-21,2013-01-21,2013,1,1,January,Monday,Martin Luther King Jr. Day
2014-01-20,2014-01-20,2014,1,1,January,Monday,Martin Luther King Jr. Day
2015-01-19,2015-01-19,2015,1,1,January,Monday,Martin Luther King Jr. Day
2016-01-18,2016-01-18,2016,1,1,January,Monday,Martin Luther King Jr. Day
2017-01-16,2017-01-16,2017,1,1,January,Monday,Martin Luther King Jr. Day
2046-01-15,2046-01-15,2046,1,1,January,Monday,Martin Luther King Jr. Day
2047-01-21,2047-01-21,2047,1,1,January,Monday,Martin Luther King Jr. Day
2048-01-20,2048-01-20,2048,1,1,January,Monday,Martin Luther King Jr. Day
2049-01-18,2049-01-18,2049,1,1,January,Monday,Martin Luther King Jr. Day
2050-01-17,2050-01-17,2050,1,1,January,Monday,Martin Luther King Jr. Day
2051-01-16,2051-01-16,2051,1,1,January,Monday,Martin Luther King Jr. Day
2052-01-15,2052-01-15,2052,1,1,January,Monday,Martin Luther King Jr. Day
2053-01-20,2053-01-20,2053,1,1,January,Monday,Martin Luther King Jr. Day
2018-01-15,2018-01-15,2018,1,1,January,Monday,Martin Luther King Jr. Day
2019-01-21,2019-01-21,2019,1,1,January,Monday,Martin Luther King Jr. Day
2020-01-20,2020-01-20,2020,1,1,January,Monday,Martin Luther King Jr. Day
2021-01-18,2021-01-18,2021,1,1,January,Monday,Martin Luther King Jr. Day
